Product,Purpose,experiment,run,Project_Name,run_label,Strain,strain_key,Feedstock_Parent1,Start_Time,Stop_Time,has_switch,is_multiple_OTR_strain,Viable_Cell_Density__g_over_L,Product_Flux_Viable_Cells__mmol_over_gDCW_over_h,Growth_Rate_Viable_Cells__1_over_h,Death_Rate_Avg__1_over_h,Death_Rate_Avg_Viable_Cells__1_over_h,TRS_Flux_Viable_Cells__mmol_over_gDCW_over_h,TRS_Flux__mmol_over_gDCW_over_h,TRS_for_Other_Viable_Cells__mmol_over_gDCW_over_h,sOUR_Viable_Cells__mmol_over_gDCW_over_h,TRS_to_Maintenance_Flux__mmol_over_gDCW_over_h,Est_Liquid_Solid_Yield__percent,Est_Liquid_Liquid_Yield__percent,Est_Recovery__percent,Protocol,Feed_Type,Overlay,has_overlay,Overlay_Concentration__Percent,Base_Used,Cell_Association_End__percent,Unadjusted_Productivity_g_l_h,Unadjusted_Yield_wt_percent,Product_O2_Ratio__mol_over_mol,Cell_Density_End__gDCW_over_L,Run_Execution,Run_Performance,Tank_Conditions1,Tank_Conditions2,Absolute_Interval,interval_day,interval_end_day,is_curated_interval,productivity_method,Unadjusted_TRS_consumption_rate__g_over_gDCW_over_h,TRS_for_Product__gTRS,TRS_for_Biomass__gTRS,TRS_for_Glycerol__gTRS,TRS_for_Other__gTRS,TRS__g,Interval_biomass__gDCW_over_L,TRS_consumed__g,Product_Produced__g,TRS_to_maint__g,Growth_Rate__hr_1,Flux__g_product_over_gDCW_over_hr,Product_Flux__mmol_over_gDCW_over_h,Target_OTR,OUR__mmol_O2_over_L_over_hr,sOUR___mmol_O2_over_gdcw_over_h,Generation,N,alpha_N,alpha_delta_N,alpha_gamma_N,beta_N,beta_delta_N,beta_gamma_N,delta_N,fail_N,fail_rate,gamma_N,pass_N,pass_rate,prob_alpha,prob_beta,prob_gamma,prob_delta,prob_alpha_delta,prob_alpha_gamma,prob_beta_delta,prob_beta_gamma,prob_gamma_given_alpha,prob_gamma_given_beta,prob_delta_given_alpha,prob_delta_given_beta,Titer_End__g_over_kg,Ethanol_End__g_over_L,Acetate_End__g_over_L,Glycerol_End__g_over_L,Mevalonate_End__g_over_L,Citrate_End__g_over_L,Pyruvate_End__g_over_L,Time_To_Target_OUR__h,seed_build_cell_source,missing_carbon__percent,product_carbon__percent,biomass_carbon__percent,co2_carbon__percent,citrate_carbon__percent,pyruvate_carbon__percent,succinate_carbon__percent,lactate_carbon__percent,glycerol_carbon__percent,formate_carbon__percent,acetate_carbon__percent,mevalonate_carbon__percent,ethanol_carbon__percent,Cap_Cane_PCV_End__percent,Cap_Feedstock_Solids_End__percent,Cap_Heavy_Em_End__percent,Cap_Light_Em_End__percent,Cap_Oil_Em_End__percent,Cap_PCV_End__percent,Cap_Dead_Cell_Layer_End__percent,Zeex9ieJAlt_end__g_L,Zeex9ieJ_mAU_sec_end__area,Zeex9ieJ_Screening_end__g_L,Zeex9ieJ_end__g_L,Zeex9ieJ_end__g_L,Zeex9ieJ_end__g_L,interval_type
Zeex9ieJ,MF,94CB02FEB7,9,Zeex9ieJ for All,12664-9,94CB02FEB7,9427397,m1098919,4/9/21 3:52 PM,160.56,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.1536526986,49.62337,100,49.62337,42465F1271,NULL,NULL,0,NULL,NH4OH,NULL,0.07555,1.9955,0.00564,41.33684,alpha,delta,None; None; None,None; 0.50L; 30.00C; None,Day 0-2,2,2,0,NULL,0.0009170633926,2.71611,22.30555,NULL,10.79734,35.819,NULL,35.819,0.71477,10.79734,NULL,0.00183,0.007809366118,110,57.13978,1.38229676,1,21,18,3,15,3,1,2,4,6,0.2857142857,17,15,0.7142857143,0.8571428571,0.1428571429,0.8095238095,0.1904761905,0.1428571429,0.7142857143,0.04761904762,0.09523809524,0.8333333333,0.6666666667,0.1666666667,0.3333333333,2.75121,NULL,NULL,NULL,NULL,NULL,NULL,NULL,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.57894,NULL,0.86059,0,0,14.53607,NULL,1.673583,0.19767,2.751213,0,0.150839,NULL,Cumulative
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.40149,NULL,NULL,1.10086225,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.42606,3.5576,0.01116,35.21548,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-6,6,6,0,4.2,0.002968293231,66.94638,97.77113,NULL,330.4905,495.208,47.07324,495.208,17.61747,330.4905,0.02398,0.01056,0.04506388318,140,162.86987,4.624951016,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,18.893,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.06829,NULL,0.66768,24.17299,7.87557,15.31108,NULL,23.481135,NULL,19.270864,2.645502,0.860004,0,Cumulative
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.410625,NULL,NULL,1.052121101,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,2.67733,0.40258,3.4718,0.01085,42.53496,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-7,7,7,1,4.2,0.002848666398,72.83621,111.457,0.80371,366.99308,552.09,53.66249,552.09,19.16742,366.99308,0.02468,0.00989,0.04220471635,140,158.40824,3.724189232,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,16.50387,2.13919,1.12749,1.91962,0.45144,3.68853,0.592,100000000,vial,28.27554137,6.6727489,11.05480621,51.75574639,0.6297511074,0.1096861707,0.2605952967,0.08793751414,0.3400646217,0,0.2078606564,0.09942776766,0.5058339993,6.19456,NULL,0.36085,0.84198,31.64938,18.49346,NULL,25.05232,NULL,10.280648,1.53659,0.410344,0,Cumulative
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.410625,NULL,NULL,1.052121101,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,2.67733,0.40258,3.4718,0.01085,42.53496,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-7,7,7,1,4.2,0.002848666398,72.83621,111.457,0.80371,366.99308,552.09,53.66249,552.09,19.16742,366.99308,0.02468,0.00989,0.04220471635,140,158.40824,3.724189232,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,16.50387,2.13919,1.12749,1.91962,0.45144,3.68853,0.592,100000000,vial,28.27554137,6.6727489,11.05480621,51.75574639,0.6297511074,0.1096861707,0.2605952967,0.08793751414,0.3400646217,0,0.2078606564,0.09942776766,0.5058339993,6.19456,NULL,0.36085,0.84198,31.64938,18.49346,NULL,25.05232,NULL,10.280648,1.53659,0.410344,0,Curated
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,2.155253,NULL,NULL,1.449328819,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.59798,3.4771,0.0111,45.77455,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 2-3,3,3,0,4.2,0.003666848811,19.06585,22.56588,NULL,102.66452,144.29625,10.86465,144.29625,5.01733,102.66452,0.02921,0.01275,0.05440951804,140,229.8749,5.02189317,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,13.36755,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.48522,NULL,0.43071,13.72345,6.84687,19.90198,NULL,27.973798,NULL,13.634895,1.811327,0.734847,0,Single
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,2.255735,NULL,NULL,1.492744303,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.70918,4.4413,0.01431,37.5852,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-4,4,4,0,4.2,0.003829959696,16.87032,12.98292,NULL,70.10852,99.96175,6.2508,99.96175,4.43956,70.10852,0.02539,0.01701,0.07258869818,140,211.48655,5.626857114,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,17.24913,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.15304,NULL,0.49566,26.36307,0,16.34139,NULL,24.024829,NULL,17.594114,2.374538,0.964347,0,Cumulative (Day 3-)
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,2.255735,NULL,NULL,1.492744303,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.70918,4.4413,0.01431,37.5852,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-4,4,4,0,4.2,0.003829959696,16.87032,12.98292,NULL,70.10852,99.96175,6.2508,99.96175,4.43956,70.10852,0.02539,0.01701,0.07258869818,140,211.48655,5.626857114,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,17.24913,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.15304,NULL,0.49566,26.36307,0,16.34139,NULL,24.024829,NULL,17.594114,2.374538,0.964347,0,Single
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.995543,NULL,NULL,1.293309835,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.61859,4.6254,0.0148,35.06338,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-5,5,5,0,4.2,0.003387815108,31.53767,24.59957,NULL,123.292,179.42925,11.8438,179.42925,8.29939,123.292,0.02371,0.01567,0.06687036452,140,178.30629,5.085256755,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,19.38274,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.61559,NULL,0.70434,7.26248,22.99264,15.24495,NULL,35.614313,NULL,19.770389,2.77726,0.977565,0,Cumulative (Day 3-)
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.790558,NULL,NULL,1.178211964,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.52974,4.4743,0.01432,35.21548,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-6,6,6,0,4.2,0.003082046354,39.39656,32.89544,NULL,159.4185,231.7105,15.83796,231.7105,10.36752,159.4185,0.02203,0.01379,0.05884762775,140,157.81927,4.481531133,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,18.893,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.06829,NULL,0.66768,24.17299,7.87557,15.31108,NULL,23.481135,NULL,19.270864,2.645502,0.860004,0,Cumulative (Day 3-)
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.674265,NULL,NULL,1.073956801,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,2.67733,0.46134,4.1295,0.01305,42.53496,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 3-7,7,7,0,4.2,0.002847802397,45.28639,46.58131,0.80371,195.92108,288.5925,22.42721,288.5925,11.91747,195.92108,0.02342,0.01176,0.05018477899,140,150.82016,3.54579292,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,16.50387,2.13919,1.12749,1.91962,0.45144,3.68853,0.592,100000000,vial,26.36197255,7.936884,8.83853575,52.57517666,1.204741249,0.2098344136,0.4985301327,0.1682282879,0.6505584067,0,0.3976464731,0.1902096425,0.9676824334,6.19456,NULL,0.36085,0.84198,31.64938,18.49346,NULL,25.05232,NULL,10.280648,1.53659,0.410344,0,Cumulative (Day 3-)
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.76184,NULL,NULL,1.13659462,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.53935,4.8571,0.01542,35.06338,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 4-5,5,5,0,4.2,0.003057379918,14.66735,11.61666,NULL,53.18349,79.4675,5.593,79.4675,3.85983,53.18349,0.02232,0.01485,0.06337108572,140,149.28169,4.257481452,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,19.38274,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3.61559,NULL,0.70434,7.26248,22.99264,15.24495,NULL,35.614313,NULL,19.770389,2.77726,0.977565,0,Single
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.364937,NULL,NULL,0.9280751275,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.33605,3.9558,0.01267,35.21548,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 5-6,6,6,0,4.2,0.002416704586,7.85889,8.29586,NULL,36.12649,52.28125,3.99416,52.28125,2.06813,36.12649,0.01877,0.00956,0.04079647,140,113.15622,3.21325224,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,18.893,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5.06829,NULL,0.66768,24.17299,7.87557,15.31108,NULL,23.481135,NULL,19.270864,2.645502,0.860004,0,Single
Zeex9ieJ,MF,1BA0846587,15,Zeex9ieJ for All,18895-15,1BA0846587,8770807,m1347278,2/8/22 3:44 PM,162.42,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.316942,NULL,NULL,0.833136495,97.32267,92.0708,89.60576085,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,2.67733,0.24755,2.7249,0.00819,42.53496,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 6-7,7,7,0,4.2,0.002337700466,5.88983,13.68588,0.80371,36.50259,56.882,6.58925,56.882,1.54995,36.50259,0.02746,0.00637,0.02718342195,140,128.94262,3.031450365,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,16.50387,2.13919,1.12749,1.91962,0.45144,3.68853,0.592,100000000,vial,7.739790371,5.2371358,13.17502764,52.09563871,6.11229016,1.064601069,2.529307291,0.8535111667,3.30062721,0,2.017471077,0.9650342155,4.909565287,6.19456,NULL,0.36085,0.84198,31.64938,18.49346,NULL,25.05232,NULL,10.280648,1.53659,0.410344,0,Single
Zeex9ieJ,MF,1BA0846587,16,Zeex9ieJ for All,18896-16,1BA0846587,8770807,m1369912,2/8/22 3:45 PM,162.43,0,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.543007543,97.72321,86.23242,84.26908888,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.159,2.071,0.00569,43.7307,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-2,2,2,0,4.2,0.001757605022,7.66916,35.53004,NULL,54.25305,97.45225,17.10642,97.45225,2.0182,54.25305,NULL,0.00364,0.01553338397,140,119.30968,2.728281962,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,5.05814,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,NULL,0,4.94827,9.34173,19.01335,NULL,15.97537,NULL,5.159307,0.63868,0.244968,0,Cumulative
Zeex9ieJ,MF,1BA0846587,16,Zeex9ieJ for All,18896-16,1BA0846587,8770807,m1369912,2/8/22 3:45 PM,162.43,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.376219,NULL,NULL,0.686771781,97.72321,86.23242,84.26908888,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.34179,3.4129,0.00951,48.97351,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-3,3,3,0,4.2,0.002159453837,27.44703,63.0993,NULL,121.08817,211.6345,30.38002,211.6345,7.2229,121.08817,0.03556,0.00737,0.03145083513,140,153.31736,3.130618165,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,13.62495,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.35514,NULL,0.57632,16.07477,4.43925,21.29283,NULL,29.582002,NULL,13.89745,1.757095,0.679279,0,Cumulative
Zeex9ieJ,MF,1BA0846587,16,Zeex9ieJ for All,18896-16,1BA0846587,8770807,m1369912,2/8/22 3:45 PM,162.43,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.342517,NULL,NULL,0.8089488117,97.72321,86.23242,84.26908888,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.41987,3.8842,0.01128,40.51565,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-4,4,4,0,4.2,0.002435507955,43.89198,75.60454,NULL,177.87923,297.37575,36.40084,297.37575,11.55052,177.87923,0.02958,0.00946,0.04036972868,140,158.86006,3.920955483,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,17.67859,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1.23696,NULL,0.52161,26.24441,1.4307,17.6155,NULL,26.935569,NULL,18.032164,2.050979,0.895966,0,Cumulative
Zeex9ieJ,MF,1BA0846587,16,Zeex9ieJ for All,18896-16,1BA0846587,8770807,m1369912,2/8/22 3:45 PM,162.43,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.324972,NULL,NULL,0.8745775576,97.72321,86.23242,84.26908888,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.43176,3.9537,0.0119,38.17413,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-5,5,5,0,4.2,0.002549510585,56.3656,87.07287,NULL,231.73177,375.17025,41.92242,375.17025,14.83305,231.73177,0.02665,0.01008,0.04301552485,140,154.87969,4.057189777,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,18.97253,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2.1689,NULL,0.61529,14.41317,17.90494,16.59745,NULL,36.126401,NULL,19.351978,2.61686,0.951028,0,Cumulative
Zeex9ieJ,MF,1BA0846587,16,Zeex9ieJ for All,18896-16,1BA0846587,8770807,m1369912,2/8/22 3:45 PM,162.43,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.198082,NULL,NULL,0.8922740842,97.72321,86.23242,84.26908888,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,NULL,0.41335,3.9857,0.01205,32.84717,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-6,6,6,0,4.2,0.002539077201,64.29709,91.66739,NULL,268.55927,424.52375,44.13452,424.52375,16.92029,268.55927,0.02242,0.01012,0.04318622138,140,146.38175,4.456449368,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,19.21762,NULL,NULL,NULL,NULL,NULL,NULL,100000000,vial,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,4.83626,NULL,0.66707,7.85324,24.6513,14.28138,NULL,24.044322,NULL,19.601977,2.588629,0.848118,0,Cumulative
Zeex9ieJ,MF,1BA0846587,16,Zeex9ieJ for All,18896-16,1BA0846587,8770807,m1369912,2/8/22 3:45 PM,162.43,0,1,NULL,NULL,NULL,NULL,NULL,NULL,1.15643,NULL,NULL,0.8924936066,97.72321,86.23242,84.26908888,42465F1271,90% VHP + 10% molasses,Isopropyl myristate (IPM),1,20,NH4OH,2.27679,0.38996,3.9201,0.0119,33.10606,alpha,delta,None; 90% VHP + 10% molasses; Isopropyl myristate (IPM),90% VHP + 10% molasses; 0.50L; NoneC; Isopropyl myristate (IPM),Day 0-7,7,7,1,4.2,0.002515241958,69.40594,97.90936,0.96474,297.65046,465.9305,47.1398,465.9305,18.26472,297.65046,0.02106,0.00986,0.04207669395,140,139.86458,4.22474254,1,15,14,2,12,1,1,0,3,3,0.2,12,12,0.8,0.9333333333,0.06666666667,0.8,0.2,0.1333333333,0.8,0.06666666667,0,0.8571428571,0,0.1428571429,1,17.84548,1.62705,1.02197,2.54506,0.41178,3.73498,0.29471,100000000,vial,25.14068299,7.5342995,11.50685755,53.32507128,0.7556012032,0.06470141536,0.2615046534,0.09045690348,0.534235757,0,0.2232474379,0.1074636633,0.4558776456,5.24119,NULL,0.68027,0.95857,34.50835,14.39394,NULL,26.188122,NULL,11.087207,1.651076,0.458221,0,Cumulative
